,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,birthplace,birthplace:confidence,date_of_birth,date_of_birth:confidence,race_ethnicity,race_ethnicity:confidence,religion,religion:confidence,sexual_orientation,sexual_orientation:confidence,year_of_award,year_of_award:confidence,award,biourl,birthplace_gold,date_of_birth_gold,movie,person,race_ethnicity_gold,religion_gold,sexual_orientation_gold,year_of_award_gold,Show,Public Average Rating (IMDb),Number Public Votes (IMDb),IMBd title (check for validity),First Air Date,Metascore Pro Rating,Number of Professional Reviewers,Metascore Name (check for validity)
404,670454757,False,finalized,3,2/10/2015 2:00,"Mumbles, Wales",1.0,25-Sep-69,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,2003,1.0,Best Supporting Actress,http://www.nndb.com/people/516/000023447/,,,Chicago,Catherine Zeta-Jones,,,,,Chicago,8.0,45K,Chicago Fire,2012– ,81,39,Chicago
405,670454758,False,finalized,3,2/10/2015 2:07,"Katy, Tx",1.0,25-Apr-69,1.0,White,1.0,Na,1.0,Straight,0.6667,2004,1.0,Best Supporting Actress,http://www.nndb.com/people/708/000024636/,,,Cold Mountain,RenÌ©e Zellweger,,,,,Cold Mountain,7.2,144K,Cold Mountain,2003,73,41,Cold Mountain
406,670454759,False,finalized,3,2/10/2015 2:05,"Melbourne, Victoria, Australia",1.0,14-May-69,1.0,White,1.0,Na,1.0,Straight,1.0,2005,1.0,Best Supporting Actress,http://www.nndb.com/people/222/000026144/,,,The Aviator,Cate Blanchett,,,,,The Aviator,7.5,346K,The Aviator,2004,77,41,The Aviator
407,670454760,True,golden,92,,"London, England",1.0,7-Mar-71,1.0,White,1.0,Jewish,1.0,Straight,1.0,2006,1.0,Best Supporting Actress,http://www.nndb.com/people/309/000032213/,,,The Constant Gardener,Rachel Weisz,,Jewish,,2006.0,The Constant Gardener,7.4,137K,The Constant Gardener,2005,82,39,The Constant Gardener
408,670454761,False,finalized,3,2/10/2015 4:07,"Chicago, Il",1.0,12-Sep-81,1.0,Black,1.0,Baptist,1.0,Straight,1.0,2007,1.0,Best Supporting Actress,http://www.nndb.com/people/434/000129047/,,,Dreamgirls,Jennifer Hudson,,,,,Dreamgirls,6.5,72K,Dreamgirls,2006,76,37,Dreamgirls
409,670454762,False,finalized,3,2/10/2015 2:00,"London, England",1.0,5-Nov-60,1.0,White,1.0,Na,1.0,Straight,1.0,2007,1.0,Best Supporting Actress,http://www.nndb.com/people/178/000108851/,,,Michael Clayton,Tilda Swinton,,,,,Michael Clayton,7.2,161K,Michael Clayton,2007,82,36,Michael Clayton
410,670454763,False,finalized,3,2/10/2015 1:59,"Madrid, Spain",1.0,28-Apr-74,1.0,Hispanic,1.0,Buddhist,1.0,Straight,1.0,2009,1.0,Best Supporting Actress,http://www.nndb.com/people/748/000025673/,,,Vicky Cristina Barcelona,Penelope Cruz,,,,,Vicky Cristina Barcelona,7.1,249K,Vicky Cristina Barcelona,2008,70,36,Vicky Cristina Barcelona
411,670454764,True,golden,86,,"Woodlawn, Md",1.0,11-Dec-67,0.9631,Black,1.0,Na,1.0,Straight,1.0,2010,1.0,Best Supporting Actress,http://www.nndb.com/people/836/000131443/,,11-Dec-67,Precious,Mo'Nique,Black,,,,Precious,7.3,108K,Precious,2009,None,None,Couldnt pull name
412,670454765,False,finalized,3,2/10/2015 1:56,New York City,1.0,14-Sep-60,1.0,White,1.0,Na,1.0,Straight,1.0,2011,1.0,Best Supporting Actress,http://www.nndb.com/people/327/000042201/,,,The Fighter,Melissa Leo,,,,,The Fighter,7.8,352K,The Fighter,2010,79,41,The Fighter
413,670454766,False,finalized,3,2/10/2015 2:18,"Montgomery, Al",1.0,25-May-72,1.0,Black,1.0,Na,1.0,Na,1.0,2012,1.0,Best Supporting Actress,http://www.nndb.com/people/304/000281458/,,,The Help,Octavia Spencer,,,,,The Help,8.0,440K,The Help,2011,62,41,The Help
414,670454767,False,finalized,3,2/10/2015 2:18,"Brooklyn, Ny",1.0,12-Nov-82,1.0,White,1.0,Christian,1.0,Straight,1.0,2013,1.0,Best Supporting Actress,http://www.nndb.com/people/220/000032124/,,,Les MisÌ©rables,Anne Hathaway,,,,,Les MisÌ©rables,7.6,318K,Les Misérables,2012,None,None,Couldnt pull name
415,670454768,False,finalized,3,2/10/2015 2:10,"Mexico City, Mexico",1.0,1-Mar-83,1.0,Black,1.0,Na,1.0,Na,1.0,2014,1.0,Best Supporting Actress,http://www.nndb.com/people/570/000380427/,,,12 Years a Slave,Lupita Nyong'o,,,,,12 Years a Slave,8.1,665K,12 Years a Slave,2013,96,57,12 Years a Slave
416,670927629,False,finalized,3,2/10/2015 2:02,"Sucha, Galicia, Austria",1.0,22-Jun-06,1.0,White,1.0,Jewish,1.0,Straight,1.0,1961,1.0,Best Director,http://www.nndb.com/people/982/000024910/,,,The Apartment,Billy Wilder,,,,,The Apartment,8.3,172K,The Apartment,1960,94,21,The Apartment
417,670939613,False,finalized,3,2/10/2015 1:53,"Independence, Mo",1.0,16-Jul-11,1.0,White,1.0,Christian Science,1.0,Straight,1.0,1941,1.0,Best Actress,http://www.nndb.com/people/635/000043506/,,,Kitty Foyle,Ginger Rogers,,,,,Kitty Foyle,6.9,3.5K,Kitty Foyle,1940,None,None,Couldnt pull name
418,670944094,False,finalized,3,2/10/2015 2:18,"Concord, Ca",1.0,9-Jul-56,1.0,White,1.0,Born-Again Christian,1.0,Straight,1.0,1994,1.0,Best Actor,http://www.nndb.com/people/687/000022621/,,,Philadelphia,Tom Hanks,,,,,Philadelphia,8.8,201K,It's Always Sunny in Philadelphia,2005– ,66,21,Philadelphia
419,670944168,False,finalized,3,2/10/2015 3:55,New York City,1.0,3-Feb-39,1.0,White,1.0,Na,1.0,Straight,1.0,1979,0.6667,Best Director,http://www.nndb.com/people/810/000043681/,,,The Deer Hunter,Michael Cimino,,,,,The Deer Hunter,8.1,325K,The Deer Hunter,1978,86,18,The Deer Hunter
420,670944316,False,finalized,3,2/10/2015 2:05,"Quincy, Il",1.0,3-May-06,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1942,1.0,Best Supporting Actress,http://www.nndb.com/people/690/000042564/,,,The Great Lie,Mary Astor,,,,,The Great Lie,7.2,3.7K,The Great Lie,1941,None,None,Couldnt pull name
421,670944478,False,finalized,3,2/10/2015 1:49,"Los Angeles, Ca",1.0,4-Jun-75,1.0,White,1.0,Buddhist,1.0,Bisexual,1.0,2000,1.0,Best Supporting Actress,http://www.nndb.com/people/493/000023424/,,,"Girl, Interrupted",Angelina Jolie,,,,,"Girl, Interrupted",7.3,173K,"Girl, Interrupted",1999,None,None,Couldnt pull name
422,670944543,False,finalized,3,2/10/2015 2:12,New York City,1.0,31-Oct-27,1.0,White,1.0,Jewish,1.0,Straight,1.0,1976,1.0,Best Supporting Actress,http://www.nndb.com/people/409/000032313/,,,Shampoo,Lee Grant,,,,,Shampoo,6.4,12K,Shampoo,1975,65,11,Shampoo
423,670944623,False,finalized,3,2/10/2015 2:11,New York City,1.0,25-Jun-03,1.0,White,1.0,Na,1.0,Straight,1.0,1946,1.0,Best Supporting Actress,http://www.nndb.com/people/081/000063889/,,,National Velvet,Anne Revere,,,,,National Velvet,7.3,6.8K,National Velvet,1944,None,None,Couldnt pull name
424,670944674,False,finalized,3,2/10/2015 2:05,"Bascom, Fl",1.0,14-Jan-41,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1977,1.0,Best Actress,http://www.nndb.com/people/884/000022818/,,,Network,Faye Dunaway,,,,,Network,7.7,655K,The Social Network,2010,83,16,Network
425,670944755,False,finalized,3,2/10/2015 2:04,"Walters, Ok",1.0,13-Dec-10,1.0,White,1.0,Na,1.0,Straight,1.0,1943,1.0,Best Supporting Actor,http://www.nndb.com/people/680/000042554/,,,Johnny Eager,Van Heflin,,,,,Johnny Eager,7.1,2.9K,Johnny Eager,1941,None,None,Couldnt pull name
426,670944822,False,finalized,3,2/10/2015 4:14,"Thomasville, Ga",1.0,27-Feb-30,1.0,White,1.0,Na,1.0,Straight,1.0,1958,1.0,Best Actress,http://www.nndb.com/people/747/000043618/,,,The Three Faces of Eve,Joanne Woodward,,,,,The Three Faces of Eve,7.2,7.6K,The Three Faces of Eve,1957,None,None,Couldnt pull name
427,670944835,False,finalized,3,2/10/2015 2:08,"Helena, Mt",1.0,7-May-01,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1953,1.0,Best Actor,http://www.nndb.com/people/740/000031647/,,,High Noon,Gary Cooper,,,,,High Noon,8.0,101K,High Noon,1952,89,7,High Noon
428,670944920,False,finalized,3,2/10/2015 3:58,"London, England",1.0,27-Feb-32,1.0,White,1.0,Jewish,1.0,Straight,1.0,1967,1.0,Best Actress,http://www.nndb.com/people/624/000023555/,,,Who's Afraid of Virginia Woolf?,Elizabeth Taylor,,,,,Who's Afraid of Virginia Woolf?,8.0,73K,Who's Afraid of Virginia Woolf?,1966,None,None,Couldnt pull name
429,670944948,False,finalized,3,2/10/2015 2:06,"Lincoln, Ne",1.0,30-Jul-74,1.0,White,1.0,Na,1.0,Straight,1.0,2005,1.0,Best Actress,http://www.nndb.com/people/333/000026255/,,,Million Dollar Baby,Hilary Swank,,,,,Million Dollar Baby,8.1,658K,Million Dollar Baby,2004,86,39,Million Dollar Baby
430,670945043,True,golden,86,,"Lincoln, Ne",1.0,30-Jul-74,1.0,White,1.0,Na,1.0,Straight,1.0,2005,1.0,Best Actress,http://www.nndb.com/people/333/000026255/,,,Million Dollar Baby,Hilary Swank,,,,,Million Dollar Baby,8.1,658K,Million Dollar Baby,2004,86,39,Million Dollar Baby
431,670945693,False,finalized,3,2/10/2015 1:49,"Los Angeles, Ca",1.0,27-Sep-72,1.0,White,1.0,Jewish,1.0,Straight,1.0,1999,1.0,Best Actress,http://www.nndb.com/people/592/000023523/,,,Shakespeare in Love,Gwyneth Paltrow,,,,,Shakespeare in Love,7.1,219K,Shakespeare in Love,1998,87,33,Shakespeare in Love
432,670945790,False,finalized,3,2/10/2015 2:08,"Malden, Ma",1.0,16-Jun-07,1.0,White,1.0,Na,1.0,Na,1.0,1969,1.0,Best Supporting Actor,http://www.nndb.com/people/559/000049412/,,,The Subject Was Roses,Jack Albertson,,,,,The Subject Was Roses,7.0,1.5K,The Subject Was Roses,1968,None,None,Couldnt pull name
433,670945834,False,finalized,3,2/10/2015 2:07,"Woodlawn, Md",1.0,11-Dec-67,1.0,Black,1.0,Na,1.0,Straight,1.0,2010,1.0,Best Supporting Actress,http://www.nndb.com/people/836/000131443/,,,Precious,Mo'Nique,,,,,Precious,7.3,108K,Precious,2009,None,None,Couldnt pull name
434,670945895,False,finalized,3,2/10/2015 2:13,"La Jolla, Ca",1.0,14-Aug-59,1.0,White,1.0,Na,1.0,Straight,1.0,2001,1.0,Best Supporting Actress,http://www.nndb.com/people/641/000025566/,,,Pollock,Marcia Gay Harden,,,,,Pollock,7.0,28K,Pollock,2000,77,31,Pollock
435,670946199,False,finalized,3,2/10/2015 2:03,"Ilford, Essex, England",1.0,28-Dec-34,1.0,White,1.0,Na,1.0,Straight,1.0,1970,1.0,Best Actress,http://www.nndb.com/people/260/000030170/,,,The Prime of Miss Jean Brodie,Maggie Smith,,,,,The Prime of Miss Jean Brodie,7.6,8.9K,The Prime of Miss Jean Brodie,1969,None,None,Couldnt pull name
436,670946276,False,finalized,3,2/10/2015 2:00,"London, England",1.0,7-Mar-71,1.0,White,1.0,Jewish,1.0,Straight,1.0,2006,0.6857,Best Supporting Actress,http://www.nndb.com/people/309/000032213/,,,The Constant Gardener,Rachel Weisz,,,,,The Constant Gardener,7.4,137K,The Constant Gardener,2005,82,39,The Constant Gardener
437,670946299,False,finalized,3,2/10/2015 2:04,"Manchester, England",1.0,20-Oct-56,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,2009,1.0,Best Director,http://www.nndb.com/people/887/000044755/,,,Slumdog Millionaire,Danny Boyle,,,,,Slumdog Millionaire,8.0,818K,Slumdog Millionaire,2008,84,36,Slumdog Millionaire
438,670964912,False,finalized,3,2/10/2015 2:03,"Chicago, Il",1.0,26-Jul-22,1.0,White,1.0,Na,1.0,Straight,1.0,1977,1.0,Best Supporting Actor,http://www.nndb.com/people/224/000032128/,,,All the President's Men,Jason Robards,,,,,All the President's Men,8.0,109K,All the President's Men,1976,None,None,Couldnt pull name
439,670964956,False,finalized,3,2/10/2015 2:01,"Laurel, Ne",1.0,31-Aug-28,1.0,White,1.0,Na,1.0,Straight,1.0,1999,1.0,Best Supporting Actor,http://www.nndb.com/people/764/000022698/,,,Affliction,James Coburn,,,,,Affliction,6.9,16K,Affliction,1997,79,35,Affliction
440,670972898,False,finalized,3,2/10/2015 2:01,"Nevada, Mo",1.0,5-Aug-06,1.0,White,1.0,Na,1.0,Straight,1.0,1949,1.0,Best Director,http://www.nndb.com/people/704/000024632/,,,The Treasure of the Sierra Madre,John Huston,,,,,The Treasure of the Sierra Madre,8.2,120K,The Treasure of the Sierra Madre,1948,98,10,The Treasure of the Sierra Madre
